time;sensorValue1;sensorValue2;sensorValue3;sensorValue4;sensorValue5;sensorValue6;sensorValue7;sensorValue8;sensorValue9;sensorValue10;sensorValue11;sensorValue12;sensorValue13;sensorValue14;sensorValue15;sensorValue16;pressureValue1;pressureValue2;pressureValue3;pressureValue4;pressureValue5;pressureValue6;pressureValue7;pressureValue8;pressureValue9;pressureValue10;pressureValue11;pressureValue12;pressureValue13;pressureValue14;pressureValue15;pressureValue16;motorValue1;motorValue2;motorValue3;motorValue4;motorValue5;motorValue6;motorValue7;motorValue8;Xcop;Ycop
3.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
3.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
3.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
3.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
3.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
3.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
3.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
4.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
4.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;337.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.3632551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;-163.0
4.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
4.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;116.00;0.00;7.00;19.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157.7817424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;-162.0
4.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;154.00;0.00;138.00;201.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;167.6781964;0.0;163.4240076;180.9089079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.40775436577004;-168.3257913092569
4.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;201.00;0.00;218.00;402.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;180.9089079;0.0;185.9641996;249.8486316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.03781792471599;-169.18864060681526
4.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;233.00;0.00;231.00;491.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.5437431;0.0;189.9266919;286.7724799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.142556460437284;-169.59102680162457
4.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;250.00;0.00;299.00;392.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195.86875;0.0;212.01900790000002;245.9453056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.981413208541422;-168.71897682809677
4.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;278.00;0.00;227.00;425.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;204.9517036;0.0;188.6985391;259.0144375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.58690111188891;-169.03568634232337
5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;273.00;0.00;249.00;388.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;203.3012391;0.0;195.5515479;244.3978576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.590957401273005;-168.76301712811375
5.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;259.00;0.00;279.00;481.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198.7458799;0.0;205.28328390000001;282.42789189999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.10666003297955;-169.29332942917262
5.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;222.00;0.00;248.00;595.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;187.1745036;0.0;195.23484159999998;334.8952975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.597706526318014;-170.20914092642053
5.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;225.00;0.00;246.00;665.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;188.0874375;0.0;194.6029164;58.329750000004424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.79411534146172;-164.6896929548342
5.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;248.00;0.00;253.00;632.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195.23484159999998;0.0;196.82333110000002;353.30920960000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.5535660435352;-170.32217781674186
5.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;296.00;0.00;195.00;578.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210.9960064;0.0;179.1588975;326.6624236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.862786801843875;-169.99704454507622
5.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;300.00;0.00;208.00;541.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;212.361;0.0;182.9731456;309.2391199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.75100639736096;-169.72103974174993
5.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;162.00;0.00;258.00;545.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;169.8528876;0.0;198.4242156;311.0899975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.87588933536357;-170.0765673925723
5.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;118.00;0.00;304.00;613.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;158.2847596;0.0;213.7339264;343.7686351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.47312359637716;-170.46312940244673
5.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;54.00;0.00;338.00;632.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.72408760000002;353.30920960000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.16948760300067;-172.76273278399643
6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.00;0.00;411.00;619.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;253.40401590000002;346.76211190000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.26666936450858;-172.24443005595427
6.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34.00;0.00;415.00;644.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;254.99707750000002;359.4270544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.24505401526857;-172.35971191856763
6.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;56.00;0.00;375.00;692.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;239.4234375;424.29331199999433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.082194042927355;-173.2282984377208
6.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;102.00;0.00;249.00;717.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;154.3161516;0.0;195.5515479;649.7572619999992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.499393788097194;-173.24564255081378
6.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;330.00;0.00;77.00;538.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;222.85131;0.0;0.0;307.8561676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.60172715079152;-171.86146807817278
6.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;476.00;0.00;0.00;366.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280.2741904;0.0;0.0;236.0286924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.143032133385564;-169.77157731337775
6.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;76.00;266.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209.3009199;0.0;0.0;201.0114124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.79797079328488;-170.32827517429217
6.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;136.00;0.00;270.00;270.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;162.9011584;0.0;202.31691;202.31691;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.32879463134778;-168.4167047294014
6.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;118.00;0.00;376.00;430.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;158.2847596;0.0;239.8031104;261.04170999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.28861162504647;-169.0964986587311
6.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;465.00;530.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;275.5796775;304.19011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.42597812153155;-171.39478335183168
7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;62.00;0.00;469.00;598.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;277.2798319;336.3630316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.35557593052657;-171.77026170385832
7.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;65.00;0.00;462.00;595.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;274.3097676;334.8952975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.350824787815775;-171.79560113164925
7.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;65.00;0.00;471.00;368.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;278.1328839;236.77960960000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.62046689919751;-170.35750987094667
7.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;102.00;0.00;427.00;294.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;154.3161516;0.0;259.8238591;210.3164844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.305825189102116;-168.14166739235506
7.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;110.00;0.00;426.00;314.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.28459;0.0;259.4189004;217.20094840000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.29101179437012;-168.24396793723358
7.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;506.00;336.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;293.3823244;225.0029184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.69786271006864;-169.9447322129672
7.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;500.00;312.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;290.725;216.5035776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.719491051010536;-169.8293810612772
7.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;0.00;491.00;286.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;286.7724799;207.61822840000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.7401569755594;-169.71916279701648
7.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.00;0.00;488.00;394.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;285.4638976;246.7220044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.609196503668386;-170.41761864710202
7.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;69.00;0.00;353.00;570.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;231.19607109999998;322.83771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.25188794792066;-172.32326427775655
8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.00;0.00;272.00;624.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.9726336;349.27031039999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.10262685547323;-173.1193234374761
8.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91.00;0.00;250.00;419.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195.86875;256.59807190000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.298672569035055;-172.0737462984797
8.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;114.00;0.00;328.00;261.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157.2807084;0.0;222.1380736;199.3906959;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.71672537879843;-168.24001513763048
8.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;121.00;0.00;156.00;261.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;159.0430039;0.0;168.2188944;199.3906959;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.918465371151875;-168.7556122648641
8.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;74.00;0.00;36.00;364.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;235.2797584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;-179.0
8.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.00;0.00;65.00;438.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;264.31112759999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;-179.0
8.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;0.00;252.00;230.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.5046416;189.61891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.52674946233453;-170.8573362008825
8.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
8.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
8.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
9.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
9.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;-1000.0
